Freq.	V(n004)*I(R_load)
Step Information: Kv=100m  (Step: 1/5)
8.03805765765757e+04	-2.09098652169427e-03,-1.60059526599321e-03
8.04806756756748e+04	-2.07640042139732e-03,-1.58363153373657e-03
8.05807747747739e+04	-2.06195654048834e-03,-1.56690690784658e-03
8.06808738738730e+04	-2.04765323040144e-03,-1.55041724503509e-03
8.07809729729721e+04	-2.03348886231387e-03,-1.53415848638738e-03
8.08810720720712e+04	-2.01946182697425e-03,-1.51812665540036e-03
8.09811711711703e+04	-2.00557053452922e-03,-1.50231785607422e-03
8.10812702702694e+04	-1.99181341434825e-03,-1.48672827104970e-03
8.11813693693685e+04	-1.97818891484308e-03,-1.47135415979810e-03
8.12814684684676e+04	-1.96469550328908e-03,-1.45619185685518e-03
8.13815675675667e+04	-1.95133166564352e-03,-1.44123777010006e-03
8.14816666666658e+04	-1.93809590636157e-03,-1.42648837908010e-03
8.15817657657649e+04	-1.92498674821344e-03,-1.41194023337737e-03
8.16818648648640e+04	-1.91200273209720e-03,-1.39758995101676e-03
8.17819639639631e+04	-1.89914241685460e-03,-1.38343421691472e-03
8.18820630630622e+04	-1.88640437908393e-03,-1.36946978136808e-03
8.19821621621613e+04	-1.87378721295041e-03,-1.35569345858053e-03
8.20822612612604e+04	-1.86128953000340e-03,-1.34210212522459e-03
8.21823603603595e+04	-1.84890995898587e-03,-1.32869271904297e-03
8.22824594594586e+04	-1.83664714564541e-03,-1.31546223748341e-03
8.23825585585577e+04	-1.82449975255152e-03,-1.30240773636599e-03
8.24826576576568e+04	-1.81246645890245e-03,-1.28952632858740e-03
8.25827567567559e+04	-1.80054596034308e-03,-1.27681518285457e-03
8.26828558558550e+04	-1.78873696877593e-03,-1.26427152245030e-03
8.27829549549541e+04	-1.77703821217678e-03,-1.25189262402985e-03
8.28830540540532e+04	-1.76544843440570e-03,-1.23967581644855e-03
8.29831531531522e+04	-1.75396639502882e-03,-1.22761847961436e-03
8.30832522522513e+04	-1.74259086912839e-03,-1.21571804337385e-03
8.31833513513504e+04	-1.73132064712349e-03,-1.20397198642099e-03
8.32834504504495e+04	-1.72015453458664e-03,-1.19237783523585e-03
8.33835495495486e+04	-1.70909135206354e-03,-1.18093316304624e-03
8.34836486486477e+04	-1.69812993489199e-03,-1.16963558881769e-03
8.35837477477468e+04	-1.68726913302559e-03,-1.15848277626529e-03
8.36838468468459e+04	-1.67650781085399e-03,-1.14747243289086e-03
8.37839459459450e+04	-1.66584484702647e-03,-1.13660230904373e-03
8.38840450450441e+04	-1.65527913427982e-03,-1.12587019700203e-03
8.39841441441432e+04	-1.64480957926091e-03,-1.11527393007879e-03
8.40842432432423e+04	-1.63443510235691e-03,-1.10481138174751e-03
8.41843423423414e+04	-1.62415463752311e-03,-1.09448046478926e-03
8.42844414414405e+04	-1.61396713211463e-03,-1.08427913045956e-03
8.43845405405396e+04	-1.60387154671663e-03,-1.07420536767681e-03
8.44846396396387e+04	-1.59386685498010e-03,-1.06425720222746e-03
8.45847387387378e+04	-1.58395204345426e-03,-1.05443269599169e-03
8.46848378378369e+04	-1.57412611142487e-03,-1.04472994618721e-03
8.47849369369360e+04	-1.56438807075161e-03,-1.03514708462967e-03
8.48850360360351e+04	-1.55473694570722e-03,-1.02568227701264e-03
8.49851351351342e+04	-1.54517177282040e-03,-1.01633372220093e-03
8.50852342342333e+04	-1.53569160071584e-03,-1.00709965154542e-03
8.51853333333324e+04	-1.52629548996162e-03,-9.97978328207986e-04
8.52854324324315e+04	-1.51698251291230e-03,-9.88968046507448e-04
8.53855315315306e+04	-1.50775175355888e-03,-9.80067131277250e-04
8.54856306306297e+04	-1.49860230737665e-03,-9.71273937239033e-04
8.55857297297288e+04	-1.48953328117620e-03,-9.62586848391486e-04
8.56858288288279e+04	-1.48054379295653e-03,-9.54004277411123e-04
8.57859279279270e+04	-1.47163297175871e-03,-9.45524665069435e-04
8.58860270270261e+04	-1.46279995752152e-03,-9.37146479661437e-04
8.59861261261252e+04	-1.45404390093916e-03,-9.28868216448324e-04
8.60862252252243e+04	-1.44536396332019e-03,-9.20688397111851e-04
8.61863243243234e+04	-1.43675931644809e-03,-9.12605569221798e-04
8.62864234234225e+04	-1.42822914244320e-03,-9.04618305716397e-04
8.63865225225216e+04	-1.41977263362720e-03,-8.96725204391631e-04
8.64866216216207e+04	-1.41138899238843e-03,-8.88924887405684e-04
8.65867207207198e+04	-1.40307743104909e-03,-8.81216000791547e-04
8.66868198198189e+04	-1.39483717173438e-03,-8.73597213981741e-04
8.67869189189180e+04	-1.38666744624049e-03,-8.66067219345662e-04
8.68870180180171e+04	-1.37856749591050e-03,-8.58624731732311e-04
8.69871171171162e+04	-1.37053657150394e-03,-8.51268488028451e-04
8.70872162162153e+04	-1.36257393307460e-03,-8.43997246723429e-04
8.71873153153144e+04	-1.35467884984612e-03,-8.36809787484338e-04
8.72874144144134e+04	-1.34685060008926e-03,-8.29704910741950e-04
8.73875135135125e+04	-1.33908847100351e-03,-8.22681437282780e-04
8.74876126126116e+04	-1.33139175859647e-03,-8.15738207853960e-04
8.75877117117107e+04	-1.32375976756802e-03,-8.08874082773140e-04
8.76878108108098e+04	-1.31619181119359e-03,-8.02087941549349e-04
8.77879099099089e+04	-1.30868721121033e-03,-7.95378682511673e-04
8.78880090090080e+04	-1.30124529770450e-03,-7.88745222444838e-04
8.79881081081071e+04	-1.29386540899943e-03,-7.82186496234296e-04
8.80882072072062e+04	-1.28654689154634e-03,-7.75701456518286e-04
8.81883063063053e+04	-1.27928909981561e-03,-7.69289073346894e-04
8.82884054054044e+04	-1.27209139619004e-03,-7.62948333849758e-04
8.83885045045035e+04	-1.26495315085836e-03,-7.56678241909720e-04
8.84886036036026e+04	-1.25787374171273e-03,-7.50477817844166e-04
8.85887027027017e+04	-1.25085255424358e-03,-7.44346098092966e-04
8.86888018018008e+04	-1.24388898144074e-03,-7.38282134913036e-04
8.87889009008999e+04	-1.23698242369127e-03,-7.32284996079388e-04
8.88889999999990e+04	-1.23013228868148e-03,-7.26353764593622e-04
8.89890990990981e+04	-1.22333799129989e-03,-7.20487538396004e-04
8.90891981981972e+04	-1.21659895354084e-03,-7.14685430086376e-04
8.91892972972963e+04	-1.20991460440883e-03,-7.08946566649958e-04
8.92893963963954e+04	-1.20328437982600e-03,-7.03270089188473e-04
8.93894954954945e+04	-1.19670772254043e-03,-6.97655152656811e-04
8.94895945945936e+04	-1.19018408203331e-03,-6.92100925606880e-04
8.95896936936927e+04	-1.18371291443015e-03,-6.86606589934701e-04
8.96897927927918e+04	-1.17729368241250e-03,-6.81171340634313e-04
8.97898918918909e+04	-1.17092585513052e-03,-6.75794385555308e-04
8.98899909909900e+04	-1.16460890811610e-03,-6.70474945167677e-04
8.99900900900891e+04	-1.15834232319848e-03,-6.65212252329264e-04
9.00901891891882e+04	-1.15212558842121e-03,-6.60005552058510e-04
9.01902882882873e+04	-1.14595819795757e-03,-6.54854101313850e-04
9.02903873873864e+04	-1.13983965203090e-03,-6.49757168774550e-04
9.03904864864855e+04	-1.13376945683326e-03,-6.44714034628692e-04
9.04905855855846e+04	-1.12774712444656e-03,-6.39723990363708e-04
9.05906846846837e+04	-1.12177217276401e-03,-6.34786338562457e-04
9.06907837837828e+04	-1.11584412541325e-03,-6.29900392702848e-04
9.07908828828819e+04	-1.10996251168075e-03,-6.25065476961014e-04
9.08909819819810e+04	-1.10412686643601e-03,-6.20280926020212e-04
9.09910810810801e+04	-1.09833673005822e-03,-6.15546084881367e-04
9.10911801801792e+04	-1.09259164836322e-03,-6.10860308679183e-04
9.11912792792783e+04	-1.08689117253160e-03,-6.06222962501355e-04
9.12913783783774e+04	-1.08123485903761e-03,-6.01633421211195e-04
9.13914774774765e+04	-1.07562226957968e-03,-5.97091069274247e-04
9.14915765765755e+04	-1.07005297101118e-03,-5.92595300587816e-04
9.15916756756746e+04	-1.06452653527271e-03,-5.88145518314573e-04
9.16917747747737e+04	-1.05904253932465e-03,-5.83741134719130e-04
9.17918738738728e+04	-1.05360056508174e-03,-5.79381571007679e-04
9.18919729729719e+04	-1.04820019934761e-03,-5.75066257171238e-04
9.19920720720710e+04	-1.04284103374983e-03,-5.70794631831896e-04
9.20921711711701e+04	-1.03752266467800e-03,-5.66566142091746e-04
9.21922702702692e+04	-1.03224469322017e-03,-5.62380243385289e-04
9.22923693693683e+04	-1.02700672510152e-03,-5.58236399334188e-04
9.23924684684674e+04	-1.02180837062424e-03,-5.54134081605533e-04
9.24925675675665e+04	-1.01664924460678e-03,-5.50072769772244e-04
9.25926666666656e+04	-1.01152896632483e-03,-5.46051951177070e-04
9.26927657657647e+04	-1.00644715945420e-03,-5.42071120797897e-04
9.27928648648638e+04	-1.00140345201240e-03,-5.38129781116996e-04
9.28929639639629e+04	-9.96397476302214e-04,-5.34227441992164e-04
9.29930630630620e+04	-9.91428868856423e-04,-5.30363620530255e-04
9.30931621621611e+04	-9.86497270381822e-04,-5.26537840963782e-04
9.31932612612602e+04	-9.81602325706342e-04,-5.22749634529027e-04
9.32933603603593e+04	-9.76743683724220e-04,-5.18998539347354e-04
9.33934594594584e+04	-9.71920997344050e-04,-5.15284100308074e-04
9.34935585585575e+04	-9.67133923436577e-04,-5.11605868954275e-04
9.35936576576566e+04	-9.62382122783264e-04,-5.07963403370122e-04
9.36937567567557e+04	-9.57665260026340e-04,-5.04356268070618e-04
9.37938558558548e+04	-9.52983003618035e-04,-5.00784033893915e-04
9.38939549549539e+04	-9.48335025772162e-04,-4.97246277894553e-04
9.39940540540530e+04	-9.43721002415473e-04,-4.93742583240136e-04
9.40941531531521e+04	-9.39140613139853e-04,-4.90272539108575e-04
9.41942522522512e+04	-9.34593541154948e-04,-4.86835740588524e-04
9.42943513513503e+04	-9.30079473241812e-04,-4.83431788580913e-04
9.43944504504494e+04	-9.25598099707865e-04,-4.80060289701977e-04
9.44945495495485e+04	-9.21149114340474e-04,-4.76720856189492e-04
9.45946486486476e+04	-9.16732214363328e-04,-4.73413105809223e-04
9.46947477477467e+04	-9.12347100391805e-04,-4.70136661764608e-04
9.47948468468458e+04	-9.07993476390742e-04,-4.66891152606273e-04
9.48949459459449e+04	-9.03671049630620e-04,-4.63676212145109e-04
9.49950450450440e+04	-8.99379530645847e-04,-4.60491479366103e-04
9.50951441441431e+04	-8.95118633193557e-04,-4.57336598343223e-04
9.51952432432422e+04	-8.90888074212127e-04,-4.54211218157157e-04
9.52953423423413e+04	-8.86687573781551e-04,-4.51114992813144e-04
9.53954414414404e+04	-8.82516855082737e-04,-4.48047581161768e-04
9.54955405405395e+04	-8.78375644358506e-04,-4.45008646820107e-04
9.55956396396386e+04	-8.74263670875403e-04,-4.41997858094806e-04
9.56957387387377e+04	-8.70180666885079e-04,-4.39014887906048e-04
9.57958378378367e+04	-8.66126367586762e-04,-4.36059413713997e-04
9.58959369369358e+04	-8.62100511089718e-04,-4.33131117445489e-04
9.59960360360349e+04	-8.58102838377588e-04,-4.30229685422385e-04
9.60961351351340e+04	-8.54133093270926e-04,-4.27354808291609e-04
9.61962342342331e+04	-8.50191022393091e-04,-4.24506180955907e-04
9.62963333333322e+04	-8.46276375134101e-04,-4.21683502506094e-04
9.63964324324313e+04	-8.42388903615992e-04,-4.18886476154780e-04
9.64965315315304e+04	-8.38528362659521e-04,-4.16114809170706e-04
9.65966306306295e+04	-8.34694509749445e-04,-4.13368212814696e-04
9.66967297297286e+04	-8.30887105001947e-04,-4.10646402276879e-04
9.67968288288277e+04	-8.27105911131498e-04,-4.07949096614427e-04
9.68969279279268e+04	-8.23350693419345e-04,-4.05276018690894e-04
9.69970270270259e+04	-8.19621219680469e-04,-4.02626895116488e-04
9.70971261261250e+04	-8.15917260232702e-04,-4.00001456189735e-04
9.71972252252241e+04	-8.12238587866144e-04,-3.97399435839324e-04
9.72973243243232e+04	-8.08584977811896e-04,-3.94820571568078e-04
9.73974234234223e+04	-8.04956207712170e-04,-3.92264604396994e-04
9.74975225225214e+04	-8.01352057590801e-04,-3.89731278810699e-04
9.75976216216205e+04	-7.97772309823404e-04,-3.87220342703820e-04
9.76977207207196e+04	-7.94216749108939e-04,-3.84731547328507e-04
9.77978198198187e+04	-7.90685162440708e-04,-3.82264647242201e-04
9.78979189189178e+04	-7.87177339078583e-04,-3.79819400257175e-04
9.79980180180169e+04	-7.83693070520898e-04,-3.77395567390389e-04
9.80981171171160e+04	-7.80232150477604e-04,-3.74992912813966e-04
9.81982162162151e+04	-7.76794374842389e-04,-3.72611203807787e-04
9.82983153153142e+04	-7.73379541666723e-04,-3.70250210711365e-04
9.83984144144133e+04	-7.69987451133296e-04,-3.67909706877412e-04
9.84985135135124e+04	-7.66617905530239e-04,-3.65589468626049e-04
9.85986126126115e+04	-7.63270709225357e-04,-3.63289275199770e-04
9.86987117117106e+04	-7.59945668640854e-04,-3.61008908719292e-04
9.87988108108097e+04	-7.56642592228666e-04,-3.58748154139898e-04
9.88989099099088e+04	-7.53361290445610e-04,-3.56506799208959e-04
9.89990090090079e+04	-7.50101575729566e-04,-3.54284634423503e-04
9.90991081081070e+04	-7.46863262474971e-04,-3.52081452989427e-04
9.91992072072061e+04	-7.43646167009786e-04,-3.49897050780277e-04
9.92993063063052e+04	-7.40450107571968e-04,-3.47731226298165e-04
9.93994054054043e+04	-7.37274904286565e-04,-3.45583780633747e-04
9.94995045045034e+04	-7.34120379142875e-04,-3.43454517428178e-04
9.95996036036025e+04	-7.30986355972497e-04,-3.41343242834948e-04
9.96997027027016e+04	-7.27872660427155e-04,-3.39249765482608e-04
9.97998018018007e+04	-7.24779119956524e-04,-3.37173896438324e-04
9.98999009008998e+04	-7.21705563787221e-04,-3.35115449171712e-04
1.00000000000000e+05	-7.18651822901530e-04,-3.33074239519519e-04
Step Information: Kv=300m  (Step: 2/5)
1.00000000000000e+00	-5.83582747998654e-31,7.57892591493527e-36
1.01099099099099e+02	-6.23150147141500e-19,8.18176815697411e-22
2.01198198198198e+02	-3.87144314913521e-17,1.01160267927990e-19
3.01297297297297e+02	-4.36648513191123e-16,1.70863731800661e-18
4.01396396396396e+02	-2.44144207016620e-15,1.27278802168444e-17
5.01495495495495e+02	-9.28679159023882e-15,6.04903776123106e-17
6.01594594594595e+02	-2.76794680360188e-14,2.16290005264026e-16
7.01693693693694e+02	-6.97112980345707e-14,6.35404974279068e-16
8.01792792792793e+02	-1.55198313328520e-13,1.61650833710298e-15
9.01891891891892e+02	-3.14449003575961e-13,3.68439599230197e-15
1.00199099099099e+03	-5.91463962522481e-13,7.69999335624677e-15
1.10209009009009e+03	-1.04756957437754e-12,1.50016395628380e-14
1.20218918918919e+03	-1.76548874620169e-12,2.75816912596295e-14
1.30228828828829e+03	-2.85385205354524e-12,4.83025368449891e-14
1.40238738738739e+03	-4.45215303076964e-12,8.11561663987399e-14
1.50248648648649e+03	-6.73615170472959e-12,1.31571502667751e-13
1.60258558558559e+03	-9.92373084109869e-12,2.06773764354175e-13
1.70268468468468e+03	-1.42812097468900e-11,3.16200204702795e-13
1.80278378378378e+03	-2.01301208509636e-11,4.71976646086018e-13
1.90288288288288e+03	-2.78544546668397e-11,6.89459315041991e-13
2.00298198198198e+03	-3.79083791292628e-11,9.87846572133107e-13
2.10308108108108e+03	-5.08244396880134e-11,1.39086522719061e-12
2.20318018018018e+03	-6.72222469397614e-11,1.92753623309709e-12
2.30327927927928e+03	-8.78176589816340e-11,2.63302466037567e-12
2.40337837837838e+03	-1.13432466078961e-10,3.54957897066595e-12
2.50347747747748e+03	-1.45004585654712e-10,4.72756472975171e-12
2.60357657657658e+03	-1.83598776029786e-10,6.22659803041435e-12
2.70367567567567e+03	-2.30417877771932e-10,8.11678403212149e-12
2.80377477477477e+03	-2.86814591946990e-10,1.04800661686077e-11
2.90387387387387e+03	-3.54303805009779e-10,1.34116917259594e-11
3.00397297297297e+03	-4.34575470523591e-10,1.70217996531017e-11
3.10407207207207e+03	-5.29508058357405e-10,2.14371366337617e-11
3.20417117117117e+03	-6.41182582478840e-10,2.68029076242148e-11
3.30427027027027e+03	-7.71897218939071e-10,3.32847672448508e-11
3.40436936936937e+03	-9.24182526133699e-10,4.10709586059091e-11
3.50446846846847e+03	-1.10081727992152e-09,5.03746063485279e-11
3.60456756756757e+03	-1.30484493669135e-09,6.14361708927538e-11
3.70466666666666e+03	-1.53959073798648e-09,7.45260711035866e-11
3.80476576576576e+03	-1.80867947082683e-09,8.99474828154016e-11
3.90486486486486e+03	-2.11605389841144e-09,1.08039320894109e-10
4.00496396396396e+03	-2.46599387643856e-09,1.29179412766029e-10
4.10506306306306e+03	-2.86313617084825e-09,1.53787871602968e-10
4.20516216216216e+03	-3.31249499337307e-09,1.82330677622479e-10
4.30526126126126e+03	-3.81948327187703e-09,2.15323476247083e-10
4.40536036036036e+03	-4.38993467307196e-09,2.53335602157348e-10
4.50545945945946e+03	-5.03012639582379e-09,2.96994338582325e-10
4.60555855855856e+03	-5.74680275390078e-09,3.46989421487531e-10
4.70565765765766e+03	-6.54719956767020e-09,4.04077798653304e-10
4.80575675675676e+03	-7.43906938492198e-09,4.69088653979748e-10
4.90585585585586e+03	-8.43070755168590e-09,5.42928707714825e-10
5.00595495495496e+03	-9.53097915461601e-09,6.26587803673088e-10
5.10605405405406e+03	-1.07493468572398e-08,7.21144794900437e-10
5.20615315315316e+03	-1.20958996531140e-08,8.27773739646004e-10
5.30625225225225e+03	-1.35813825596916e-08,9.47750419914373e-10
5.40635135135135e+03	-1.52172272774899e-08,1.08245919531311e-09
5.50645045045045e+03	-1.70155838399521e-08,1.23340020536039e-09
5.60654954954955e+03	-1.89893532802218e-08,1.40219693388409e-09
5.70664864864865e+03	-2.11522213419023e-08,1.59060414963475e-09
5.80674774774775e+03	-2.35186932617395e-08,1.80051623773984e-09
5.90684684684685e+03	-2.61041296530676e-08,2.03397593715639e-09
6.00694594594595e+03	-2.89247835197776e-08,2.29318349981719e-09
6.10704504504505e+03	-3.19978384315143e-08,2.58050628774421e-09
6.20714414414415e+03	-3.53414478917833e-08,2.89848882498275e-09
6.30724324324325e+03	-3.89747759316493e-08,3.24986332182123e-09
6.40734234234235e+03	-4.29180389627370e-08,3.63756068941621e-09
6.50744144144145e+03	-4.71925489243069e-08,4.06472206356479e-09
6.60754054054055e+03	-5.18207577602653e-08,4.53471085708674e-09
6.70763963963965e+03	-5.68263032630894e-08,5.05112536097457e-09
6.80773873873875e+03	-6.22340563228043e-08,5.61781191520132e-09
6.90783783783785e+03	-6.80701696203320e-08,6.23887867085847e-09
7.00793693693695e+03	-7.43621278057569e-08,6.91870996607155e-09
7.10803603603605e+03	-8.11387992033085e-08,7.66198133898837e-09
7.20813513513514e+03	-8.84304890861553e-08,8.47367520197194e-09
7.30823423423424e+03	-9.62689945654402e-08,9.35909720203537e-09
7.40833333333334e+03	-1.04687661139354e-07,1.03238932934759e-08
7.50843243243244e+03	-1.13721440949464e-07,1.13740675496000e-08
7.60853153153154e+03	-1.23406952792958e-07,1.25160007414940e-08
7.70863063063064e+03	-1.33782543940979e-07,1.37564697127164e-08
7.80872972972974e+03	-1.44888353814754e-07,1.51026675799990e-08
7.90882882882884e+03	-1.56766379572811e-07,1.65622247910355e-08
8.00892792792794e+03	-1.69460543664236e-07,1.81432310716626e-08
8.10902702702704e+03	-1.83016763404577e-07,1.98542582959088e-08
8.20912612612614e+03	-1.97483022632774e-07,2.17043843136634e-08
8.30922522522524e+03	-2.12909445509243e-07,2.37032177719941e-08
8.40932432432434e+03	-2.29348372517149e-07,2.58609239674436e-08
8.50942342342344e+03	-2.46854438730743e-07,2.81882517680939e-08
8.60952252252254e+03	-2.65484654416632e-07,3.06965616456591e-08
8.70962162162164e+03	-2.85298488035864e-07,3.33978548592674e-08
8.80972072072074e+03	-3.06357951716804e-07,3.63048038342219e-08
8.90981981981984e+03	-3.28727689270898e-07,3.94307837806688e-08
9.00991891891893e+03	-3.52475066825667e-07,4.27899055987503e-08
9.11001801801803e+03	-3.77670266151532e-07,4.63970501185500e-08
9.21011711711713e+03	-4.04386380761410e-07,5.02679037251647e-08
9.31021621621623e+03	-4.32699514864533e-07,5.44189954205076e-08
9.41031531531533e+03	-4.62688885258295e-07,5.88677353765005e-08
9.51041441441443e+03	-4.94436926244649e-07,6.36324550351103e-08
9.61051351351353e+03	-5.28029397660192e-07,6.87324488136142e-08
9.71061261261263e+03	-5.63555496111742e-07,7.41880174756409e-08
9.81071171171173e+03	-6.01107969512217e-07,8.00205132302219e-08
9.91081081081083e+03	-6.40783235014303e-07,8.62523866243468e-08
1.00109099099099e+04	-6.82681500442712e-07,9.29072352957652e-08
1.01110090090090e+04	-7.26906889328553e-07,1.00009854657317e-07
1.02111081081081e+04	-7.73567569653013e-07,1.07586290583754e-07
1.03112072072072e+04	-8.22775886410328e-07,1.15663894178447e-07
1.04113063063063e+04	-8.74648498103933e-07,1.24271378696615e-07
1.05114054054054e+04	-9.29306517292824e-07,1.33438878707430e-07
1.06115045045045e+04	-9.86875655308979e-07,1.43198011579275e-07
1.07116036036036e+04	-1.04748637127042e-06,1.53581941375319e-07
1.08117027027027e+04	-1.11127402551828e-06,1.64625445251121e-07
1.09118018018018e+04	-1.17837903761036e-06,1.76364982448014e-07
1.10119009009009e+04	-1.24894704900760e-06,1.88838765981139e-07
1.11120000000000e+04	-1.32312909059434e-06,2.02086837123445e-07
1.12120990990991e+04	-1.40108175517752e-06,2.16151142791355e-07
1.13121981981982e+04	-1.48296737511432e-06,2.31075615943365e-07
1.14122972972973e+04	-1.56895420522302e-06,2.46906259102774e-07
1.15123963963964e+04	-1.65921661113577e-06,2.63691231126669e-07
1.16124954954955e+04	-1.75393526325776e-06,2.81480937341376e-07
1.17125945945946e+04	-1.85329733650208e-06,3.00328123173433e-07
1.18126936936937e+04	-1.95749671597472e-06,3.20287971408736e-07
1.19127927927928e+04	-2.06673420878980e-06,3.41418203218809e-07
1.20128918918919e+04	-2.18121776220123e-06,3.63779183094214e-07
1.21129909909910e+04	-2.30116268824157e-06,3.87434027838969e-07
1.22130900900901e+04	-2.42679189506646e-06,4.12448719776452e-07
1.23131891891892e+04	-2.55833612520834e-06,4.38892224328184e-07
1.24132882882883e+04	-2.69603420094910e-06,4.66836612136410e-07
1.25133873873874e+04	-2.84013327702962e-06,4.96357185897325e-07
1.26134864864865e+04	-2.99088910091930e-06,5.27532612090560e-07
1.27135855855856e+04	-3.14856628087624e-06,5.60445057791940e-07
1.28136846846847e+04	-3.31343856203734e-06,5.95180332760008e-07
1.29137837837838e+04	-3.48578911078285e-06,6.31828037003602e-07
1.30138828828829e+04	-3.66591080762954e-06,6.70481714039432e-07
1.31139819819820e+04	-3.85410654891428e-06,7.11239010055732e-07
1.32140810810811e+04	-4.05068955753747e-06,7.54201839213812e-07
1.33141801801802e+04	-4.25598370304531e-06,7.99476555320076e-07
1.34142792792793e+04	-4.47032383133828e-06,8.47174130115775e-07
1.35143783783784e+04	-4.69405610430224e-06,8.97410338440852e-07
1.36144774774775e+04	-4.92753834966868e-06,9.50305950535022e-07
1.37145765765766e+04	-5.17114042141967e-06,1.00598693175525e-06
1.38146756756757e+04	-5.42524457106393e-06,1.06458464999440e-06
1.39147747747748e+04	-5.69024583012051e-06,1.12623609110058e-06
1.40148738738739e+04	-5.96655240415697e-06,1.19108408260947e-06
1.41149729729730e+04	-6.25458607874135e-06,1.25927752611015e-06
1.42150720720721e+04	-6.55478263767763e-06,1.33097163858204e-06
1.43151711711712e+04	-6.86759229390710e-06,1.40632820305022e-06
1.44152702702703e+04	-7.19348013346863e-06,1.48551582893090e-06
1.45153693693694e+04	-7.53292657292719e-06,1.56871022243338e-06
1.46154684684685e+04	-7.88642783069004e-06,1.65609446741797e-06
1.47155675675676e+04	-8.25449641264245e-06,1.74785931712786e-06
1.48156666666667e+04	-8.63766161255533e-06,1.84420349720267e-06
1.49157657657658e+04	-9.03647002772292e-06,1.94533402043629e-06
1.50158648648649e+04	-9.45148609031082e-06,2.05146651372929e-06
1.51159639639640e+04	-9.88329261490786e-06,2.16282555771536e-06
1.52160630630631e+04	-1.03324913627879e-05,2.27964503957564e-06
1.53161621621622e+04	-1.07997036234112e-05,2.40216851954463e-06
1.54162612612613e+04	-1.12855708137068e-05,2.53064961165932e-06
1.55163603603604e+04	-1.17907550956964e-05,2.66535237931313e-06
1.56164594594595e+04	-1.23159400130393e-05,2.80655174620587e-06
1.57165585585586e+04	-1.28618311470965e-05,2.95453392329674e-06
1.58166576576577e+04	-1.34291567931324e-05,3.10959685239902e-06
1.59167567567568e+04	-1.40186686572921e-05,3.27205066708009e-06
1.60168558558559e+04	-1.46311425750107e-05,3.44221817156418e-06
1.61169549549550e+04	-1.52673792515422e-05,3.62043533833970e-06
1.62170540540541e+04	-1.59282050253012e-05,3.80705182524977e-06
1.63171531531532e+04	-1.66144726547549e-05,4.00243151281326e-06
1.64172522522523e+04	-1.73270621296065e-05,4.20695306262132e-06
1.65173513513514e+04	-1.80668815070512e-05,4.42101049763631e-06
1.66174504504505e+04	-1.88348677739026e-05,4.64501380528753e-06
1.67175495495496e+04	-1.96319877354196e-05,4.87938956427687e-06
1.68176486486487e+04	-2.04592389316853e-05,5.12458159606248e-06
1.69177477477478e+04	-2.13176505824240e-05,5.38105164201684e-06
1.70178468468469e+04	-2.22082845611668e-05,5.64928006730161e-06
1.71179459459460e+04	-2.31322363997121e-05,5.92976659254032e-06
1.72180450450451e+04	-2.40906363238510e-05,6.22303105443385e-06
1.73181441441442e+04	-2.50846503213672e-05,6.52961419649347e-06
1.74182432432433e+04	-2.61154812433471e-05,6.85007849113417e-06
1.75183423423424e+04	-2.71843699398884e-05,7.18500899437233e-06
1.76184414414415e+04	-2.82925964312980e-05,7.53501423453664e-06
1.77185405405406e+04	-2.94414811159423e-05,7.90072713633032e-06
1.78186396396397e+04	-3.06323860159336e-05,8.28280598172496e-06
1.79187387387388e+04	-3.18667160618750e-05,8.68193540920445e-06
1.80188378378379e+04	-3.31459204179314e-05,9.09882745295696e-06
1.81189369369370e+04	-3.44714938485368e-05,9.53422262366057e-06
1.82190360360361e+04	-3.58449781280989e-05,9.98889103256447e-06
1.83191351351352e+04	-3.72679634950873e-05,1.04636335607176e-05
1.84192342342342e+04	-3.87420901519529e-05,1.09592830752104e-05
1.85193333333333e+04	-4.02690498123900e-05,1.14767056943454e-05
1.86194324324324e+04	-4.18505872974555e-05,1.20168021038809e-05
1.87195315315315e+04	-4.34885021821748e-05,1.25805089263796e-05
1.88196306306306e+04	-4.51846504942564e-05,1.31688001459929e-05
1.89197297297297e+04	-4.69409464666398e-05,1.37826885909443e-05
1.90198288288288e+04	-4.87593643456219e-05,1.44232274762169e-05
1.91199279279279e+04	-5.06419402564114e-05,1.50915120088904e-05
1.92200270270270e+04	-5.25907741279628e-05,1.57886810588979e-05
1.93201261261261e+04	-5.46080316790561e-05,1.65159188979107e-05
1.94202252252252e+04	-5.66959464676338e-05,1.72744570092644e-05
1.95203243243243e+04	-5.88568220054664e-05,1.80655759719725e-05
1.96204234234234e+04	-6.10930339403013e-05,1.88906074219926e-05
1.97205225225225e+04	-6.34070323077270e-05,1.97509360940164e-05
1.98206216216216e+04	-6.58013438550275e-05,2.06480019473208e-05
1.99207207207207e+04	-6.82785744394184e-05,2.15833023792343e-05
2.00208198198198e+04	-7.08414115031234e-05,2.25583945299947e-05
2.01209189189189e+04	-7.34926266277927e-05,2.35748976830486e-05
2.02210180180180e+04	-7.62350781709425e-05,2.46344957647628e-05
2.03211171171171e+04	-7.90717139870736e-05,2.57389399480134e-05
2.04212162162162e+04	-8.20055742362850e-05,2.68900513641357e-05
2.05213153153153e+04	-8.50397942832941e-05,2.80897239279111e-05
2.06214144144144e+04	-8.81776076898340e-05,2.93399272805895e-05
